Open Time,Open,High,Low,Close,Volume,Close Time,QAV,No. Trades,Taker BBAV,Taker BQAV,Ignore
1617485460000,336102.00000000,336547.00000000,336100.00000000,336547.00000000,0.00087200,1617485519999,293.21184600,7,0.00029600,99.61791200,0
1617485520000,336550.00000000,336698.00000000,336101.00000000,336698.00000000,0.00188200,1617485579999,633.41127900,11,0.00178900,602.15227400,0
1617485580000,336296.00000000,336585.00000000,336296.00000000,336585.00000000,0.00194800,1617485639999,655.61960600,3,0.00178200,599.79447000,0
1617485640000,336585.00000000,337000.00000000,336476.00000000,337000.00000000,0.44534400,1617485699999,149888.78421400,20,0.01913400,6443.85356400,0
1617485700000,337000.00000000,337122.00000000,336859.00000000,337122.00000000,0.00127700,1617485759999,430.21688000,5,0.00005900,19.88920100,0
1617485760000,337001.00000000,337173.00000000,336707.00000000,337173.00000000,0.00838600,1617485819999,2827.08636300,18,0.00739000,2491.46240100,0
1617485820000,336868.00000000,337172.00000000,336868.00000000,337172.00000000,0.00265100,1617485879999,893.12705200,4,0.00029600,99.80291200,0
1617485880000,337171.00000000,337499.00000000,336907.00000000,337499.00000000,0.11096700,1617485939999,37402.86713800,22,0.01834500,6185.98200200,0
1617485940000,337174.00000000,337496.00000000,337044.00000000,337482.00000000,0.06124600,1617485999999,20649.60633900,20,0.01600700,5401.98538000,0
1617486000000,337482.00000000,337482.00000000,336729.00000000,336975.00000000,0.08421700,1617486059999,28388.14478700,36,0.01298600,4381.82490800,0
1617486060000,336975.00000000,337121.00000000,336581.00000000,336925.00000000,0.06379900,1617486119999,21492.85446600,29,0.02136600,7202.34114500,0
1617486120000,336924.00000000,336975.00000000,336354.00000000,336404.00000000,0.18881100,1617486179999,63532.02894800,18,0.00256100,862.95755500,0
1617486180000,336404.00000000,336776.00000000,336100.00000000,336776.00000000,0.08856700,1617486239999,29793.28574800,23,0.00249000,838.42198200,0
1617486240000,336716.00000000,336716.00000000,336099.00000000,336278.00000000,0.15657500,1617486299999,52636.32164000,25,0.01881100,6326.26726400,0
1617486300000,336278.00000000,336489.00000000,335983.00000000,335983.00000000,0.19297900,1617486359999,64849.58941400,27,0.00927400,3120.05917700,0
1617486360000,336171.00000000,336171.00000000,335642.00000000,335854.00000000,0.13821400,1617486419999,46411.40349700,13,0.05093300,17106.24008000,0
1617486420000,336416.00000000,336416.00000000,335641.00000000,335641.00000000,0.07411800,1617486479999,24884.49472000,18,0.01219800,4099.06250800,0
1617486480000,335641.00000000,336159.00000000,335068.00000000,335655.00000000,0.06776300,1617486539999,22721.63301600,32,0.00964000,3236.09857400,0
1617486540000,335215.00000000,335674.00000000,335215.00000000,335238.00000000,0.02812100,1617486599999,9427.35299300,10,0.00045800,153.66419900,0
1617486600000,335568.00000000,335873.00000000,335568.00000000,335873.00000000,0.01660100,1617486659999,5571.77931400,8,0.00324200,1088.90026600,0
1617486660000,335873.00000000,335873.00000000,335424.00000000,335708.00000000,0.07068800,1617486719999,23718.09662700,25,0.00953200,3201.02440800,0
1617486720000,335708.00000000,335708.00000000,334500.00000000,334500.00000000,1.38475300,1617486779999,463889.10889200,134,0.01615500,5417.67298100,0
1617486780000,334500.00000000,334752.00000000,334036.00000000,334038.00000000,0.45753600,1617486839999,152894.17781800,63,0.22338800,74647.94060200,0
1617486840000,334001.00000000,334945.00000000,334001.00000000,334945.00000000,0.03665700,1617486899999,12266.57641900,17,0.03555300,11897.80965800,0
1617486900000,334054.00000000,334303.00000000,333700.00000000,334214.00000000,0.81646200,1617486959999,272631.76726500,59,0.00126300,422.14881600,0
1617486960000,334214.00000000,334343.00000000,333576.00000000,334343.00000000,0.09600400,1617487019999,32044.60198500,29,0.02739100,9145.86956200,0
1617487020000,334343.00000000,334737.00000000,333925.00000000,334737.00000000,0.14614300,1617487079999,48843.32972300,26,0.01047500,3504.17660000,0
1617487080000,334737.00000000,334738.00000000,334047.00000000,334203.00000000,0.07157700,1617487139999,23925.66321400,28,0.04651600,15553.12524100,0
1617487140000,334002.00000000,334475.00000000,334002.00000000,334475.00000000,0.02641000,1617487199999,8825.19261600,11,0.01963500,6562.17570300,0
1617487200000,334203.00000000,334203.00000000,333268.00000000,333488.00000000,0.32502100,1617487259999,108372.87232100,61,0.02165600,7222.84213100,0
1617487260000,333488.00000000,333749.00000000,333150.00000000,333150.00000000,0.58224200,1617487319999,194120.28010100,79,0.37379900,124634.99468500,0
1617487320000,333231.00000000,333800.00000000,333092.00000000,333530.00000000,0.29811600,1617487379999,99359.22707900,71,0.22769700,75880.45447500,0
1617487380000,333798.00000000,333798.00000000,332760.00000000,332760.00000000,0.54382700,1617487439999,181247.40979200,74,0.01020300,3399.77249000,0
1617487440000,332760.00000000,333287.00000000,332299.00000000,333287.00000000,0.59486800,1617487499999,197822.41858100,59,0.35886300,119368.80978700,0
1617487500000,333287.00000000,333290.00000000,332812.00000000,333184.00000000,0.78889500,1617487559999,262746.56535600,36,0.74371500,247697.80971900,0
1617487560000,333060.00000000,333796.00000000,333060.00000000,333796.00000000,0.10297000,1617487619999,34317.49684400,30,0.05556000,18517.44611100,0
1617487620000,333298.00000000,333298.00000000,332705.00000000,333058.00000000,0.03983400,1617487679999,13264.35200800,23,0.02342900,7804.55873600,0
1617487680000,332700.00000000,333059.00000000,332700.00000000,332800.00000000,0.23708900,1617487739999,78903.47319300,8,0.00371400,1236.86351600,0
1617487740000,332801.00000000,333294.00000000,332801.00000000,333002.00000000,0.03911500,1617487799999,13024.31574600,18,0.02169500,7225.87767400,0
1617487800000,333003.00000000,333777.00000000,332902.00000000,333527.00000000,0.07251600,1617487859999,24154.19896400,14,0.00817000,2723.19600700,0
1617487860000,333527.00000000,333800.00000000,333354.00000000,333800.00000000,0.02814600,1617487919999,9386.64758500,17,0.01498100,4996.66778800,0
1617487920000,333800.00000000,334029.00000000,333501.00000000,333501.00000000,0.20731900,1617487979999,69237.83990000,47,0.06078700,20301.21560400,0
1617487980000,333776.00000000,334027.00000000,333503.00000000,334023.00000000,0.03523500,1617488039999,11761.52768700,24,0.03307200,11039.60609900,0
